"title","artist","year","num_words","id","duration_ms","popularity","danceability","energy","loudness","valence","tempo"
"IT'S TIME","Imagine Dragons","2013","315","6BtmXhTJMM9sBTHeYYASGz","237986","67","0.656","0.884","-4.748","0.86","105.009"
"POWER TRIP","J. Cole","2013","616","7FOJvA3PxiIU0DN3JjQ7jT","241160","73","0.667","0.61","-7.054","0.465","99.991"
"GIRL ON FIRE","Alicia Keys","2013","242","4esOae7i4rqTbAu9o5Pxco","224920","75","0.482","0.706","-5.762","0.144","92.494"
"HEART ATTACK","Demi Lovato","2013","397","1V6gIisPpYqgFeWbMLI0bA","210840","74","0.504","0.785","-4.802","0.502","173.968"
"LOVE SOMEBODY","Maroon 5","2013","334","12tUCBq7V9qCF8qGOLpcnu","229826","60","0.681","0.761","-6.217","0.427","120.013"
"I WILL WAIT","Mumford and Sons","2013","218","0hm8rgOY17z7kQJlqGKbu7","276720","65","0.48","0.756","-5.399","0.447","131.127"
"WAGON WHEEL","Darius Rucker","2013","306","3xdjjKMcMOFgo1eQrfbogM","298400","73","0.529","0.663","-7.138","0.592","148.102"
"I NEED YOUR LOVE","Calvin Harris","2013","314","05SBRd4fXgn8FX7bf8BCAE","234506","70","0.695","0.869","-5.066","0.58","124.989"
"DIE YOUNG","Ke$ha","2013","391","7EQGXaVSyEDsCWKmUcfpLk","211920","69","0.711","0.7","-4.805","0.801","128.001"
"BAD","Wale","2013","691","5yhKaacMZGRo4s6evJx9vk","238826","61","0.807","0.702","-6.594","0.447","114.038"
"BOYS 'ROUND HERE","Blake Shelton","2013","487","39FwE8edwuyiaa4PrGBkP7","288760","65","0.611","0.688","-6.369","0.649","169.895"
"GONE, GONE, GONE","Phillip Phillips","2013","404","5L79aNYCTKiZq7vaOElXYj","209693","68","0.662","0.65","-5.981","0.481","117.992"
"DEMONS","Imagine Dragons","2013","313","3LlAyCYU26dvFZBDUIMb7a","175200","74","0.505","0.71","-3.015","0.428","89.938"
"COUNTING STARS","OneRepublic","2013","517","6sy3LkhNFjJWlaeSMNwQ62","257839","74","0.664","0.705","-4.972","0.477","122.017"
"I CRY","Flo Rida","2013","642","4bZd0nRuX8HyjeXAUBczvm","223800","63","0.693","0.822","-5.441","0.763","126.035"
"LITTLE TALKS","Of Monsters And Men","2013","313","3a2tuvXCHbW5nuUckuHkKT","266600","66","0.46","0.786","-5.238","0.408","103.192"
"THE OTHER SIDE","Jason Derulo","2013","394","5FljCWR0cys07PQ9277GTz","226986","58","0.561","0.836","-3.939","0.517","127.923"
"BERZERK","Eminem","2013","741","6Xk7PnitV9jCRorWt2LiVZ","238746","70","0.739","0.872","-4.059","0.684","95.084"
"CATCH MY BREATH","Kelly Clarkson","2013","393","5qxPabNDnJQ551Tf4v6k3j","250386","54","0.692","0.908","-5.364","0.513","124.042"
"POUR IT UP","Rihanna","2013","419","76VtA90NKurNqaQpV126Ue","161200","63","0.782","0.495","-8.723","0.365","134.016"
"22","Taylor Swift","2013","393","3bIxTsfeNMO7Nt2J3EUKrA","230133","60","0.664","0.739","-6.539","0.703","104.012"
"BEST SONG EVER","One Direction","2013","403","5T7ZFtCcOgkpjxcuaeZbw0","200106","72","0.652","0.877","-2.986","0.486","118.491"
"THE A TEAM","Ed Sheeran","2013","340","1VdZ0vKfR5jneCmWIUAMxK","258373","77","0.642","0.289","-9.918","0.407","84.996"
"THAT'S MY KIND OF NIGHT","Luke Bryan","2013","401","5HGibWoxnkYSkl6mHmAlOE","190186","68","0.66","0.754","-2.84","0.899","110.02"
"SURE BE COOL IF YOU DID","Blake Shelton","2013","348","5yIiXdLRE85OBiQmCaUenq","215720","57","0.576","0.726","-4.625","0.582","136.802"
"TROUBLEMAKER","Olly Murs","2013","472","0gRczqVHrEQQDyizJUtgRc","185200","60","0.761","0.856","-3.65","0.967","106.009"
"BODY PARTY","Ciara","2013","239","0rFZaQ4crlGAzuCjWCQ2xu","234040","66","0.577","0.576","-6.299","0.12","133.973"
"HALL OF FAME","Script","2013","412","1X1DWw2pcNZ8zSub3uhlNz","202533","72","0.421","0.873","-4.343","0.63","84.803"
"MAMA'S BROKEN HEART","Miranda Lambert","2013","315","2mXsZsJBThTaJXbNcg5QD4","177773","64","0.768","0.809","-4.204","0.748","111.989"
"IT GOES LIKE THIS","Thomas Rhett","2013","294","6GsAD8PgHxmEuIPTG8GP3M","186080","66","0.543","0.837","-6.448","0.506","168.056"
"BUGATTI","Ace Hood","2013","667","0uFvvXbmGIXlf5ZgtHyYpf","269266","63","0.607","0.589","-4.929","0.069","130.431"
"DOWNTOWN","Lady Antebellum","2013","353","4kY7rYtE4OQkJNq22OIYRI","195866","55","0.532","0.825","-5.287","0.96","169.961"
"GET YOUR SHINE ON","Florida Georgia Line","2013","285","6s9ICeczYOfbHHIaSMq9jd","222013","63","0.497","0.927","-4.52","0.607","96.991"
"BRAVE","Sara Bareilles","2013","353","6Uy6K3KdmUdAfelUp0SeXn","220573","70","0.551","0.836","-3.838","0.758","185.063"
"LET HER GO","Passenger","2013","398","6GmUVqe73u5YRfUUynZK6I","252733","72","0.479","0.545","-7.346","0.244","74.897"
"RUNNIN' OUTTA MOONLIGHT","Randy Houser","2013","382","6enPOmd3vSFpI4jjms8kXN","193773","70","0.526","0.801","-3.717","0.769","172.024"
"I'M DIFFERENT","2 Chainz","2013","553","6J5sxraPPZ4b0CVOGAgpXj","207040","59","0.936","0.702","-5.305","0.704","97.524"
"SOMEBODY THAT I USED TO KNOW","Gotye","2012","366","4wCmqSrbyCgxEXROQE6vtV","244973","74","0.857","0.517","-6.972","0.754","129.063"
"CALL ME MAYBE","Carly Rae Jepsen","2012","409","3TGRqZ0a2l1LRblBkJoaDx","193400","68","0.778","0.585","-6.502","0.626","120.069"
"PAYPHONE","Maroon 5","2012","562","1LmN9SSHISbtp9LoaR5ZVJ","231386","72","0.739","0.756","-4.828","0.523","110.028"
"LIGHTS","Ellie Goulding","2012","311","7gUpO6td4OOnu0Lf9vhcIV","211800","61","0.683","0.789","-6.132","0.809","120.013"
"STRONGER","Kelly Clarkson","2012","374","6D60klaHqbCl9ySc8VcRss","221946","66","0.562","0.939","-4.282","0.684","116.044"
"WE FOUND LOVE","Rihanna","2012","206","6qn9YLKt13AGvpq9jfO8py","215226","74","0.734","0.766","-4.485","0.6","127.986"
"STARSHIPS","Nicki Minaj","2012","376","1oHNvJVbFkexQc0BpQp7Y4","210626","65","0.747","0.716","-2.457","0.751","125.008"
"WHAT MAKES YOU BEAUTIFUL","One Direction","2012","404","3SPDQfj2UfWq6A2NllZnzn","198053","70","0.729","0.771","-2.451","0.873","125.011"
"WILD ONES","Flo Rida","2012","498","1NpW5kyvO4XrNJ3rnfcNy3","232946","77","0.608","0.86","-5.324","0.437","127.075"
"SEXY AND I KNOW IT","LMFAO","2012","375","0obBFrPYkSoBJbvHfUIhkv","199480","60","0.707","0.861","-4.225","0.795","130.021"
"WIDE AWAKE","Katy Perry","2012","314","5JLv62qFIS1DR3zGEcApRt","220946","67","0.514","0.683","-5.099","0.575","159.814"
"GOOD FEELING","Flo Rida","2012","524","2LEF1A8DOZ9wRYikWgVlZ8","248133","71","0.706","0.89","-4.444","0.684","128.011"
"WHISTLE","Flo Rida","2012","495","3bC1ahPIYt1btJzSSEyyrF","224653","72","0.747","0.937","-5.746","0.739","103.976"
"ONE MORE NIGHT","Maroon 5","2012","505","4XNrMwGx1SqP01sqkGTDmo","219466","68","0.71","0.8","-3.439","0.635","93.01"
"DRIVE BY","Train","2012","422","0KAiuUOrLTIkzkpfpn9jb9","195973","71","0.765","0.837","-3.113","0.721","122.028"
"WHERE HAVE YOU BEEN","Rihanna","2012","243","5WQQIDU3HRaMyPkob8mpFb","242680","67","0.719","0.847","-6.34","0.444","127.963"
"EVERYBODY TALKS","Neon Trees","2012","266","3528IXKpbb7OMjdjWYlbfD","177280","68","0.478","0.915","-3.858","0.703","154.955"
"TITANIUM","David Guetta","2012","202","77TT8Xvx637TpzV8kKGkUw","245040","67","0.599","0.803","-3.641","0.233","126.057"
"I WON'T GIVE UP","Jason Mraz","2012","303","53QF56cjZA9RTuuMZDrSA6","240165","71","0.585","0.303","-10.058","0.142","136.703"
"IT WILL RAIN","Bruno Mars","2012","312","4rMNgxEwGWoPHIUcvB5BrB","257847","69","0.574","0.824","-6.885","0.434","149.981"
"BOYFRIEND","Justin Bieber","2012","405","0171XsIM2xyeXRr6wsugEI","171333","63","0.717","0.55","-6.019","0.332","96.976"
"PARTY ROCK ANTHEM","LMFAO","2012","476","0IkKz2J93C94Ei4BvDop7P","262173","65","0.75","0.727","-4.21","0.359","129.993"
"TOO CLOSE","Alex Clare","2012","275","4sK96UnGx3NjBaqvfTG2dm","256560","59","0.579","0.731","-4.16","0.284","126.07"
"PART OF ME","Katy Perry","2012","404","1nZzRJbFvCEct3uzu04ZoL","216160","70","0.678","0.918","-4.63","0.769","130.028"
"WE ARE NEVER EVER GETTING BACK TOGETHER","Taylor Swift","2012","352","7AEAGTc8cReDqcbPoY9gwo","191880","63","0.622","0.682","-5.891","0.781","86.035"
"AS LONG AS YOU LOVE ME","Justin Bieber","2012","520","0pwYLVXVknPSGUQb39cePC","229466","72","0.571","0.873","-3.382","0.613","139.691"
"TURN ME ON","David Guetta","2012","402","6JOlNkT0QdHeZB0wPbI9IR","199680","52","0.703","0.786","-2.243","0.475","127.954"
"MOVES LIKE JAGGER","Maroon 5","2012","417","7LcfRTgAVTs5pQGEQgUEzN","201160","70","0.722","0.758","-4.477","0.62","128.047"
"GOOD TIME","Owl City","2012","291","1kPpge9JDLpcj15qgrPbYX","205933","71","0.559","0.882","-4.281","0.634","126.064"
"GIVE YOUR HEART A BREAK","Demi Lovato","2012","427","3sP3c86WFjOzHHnbhhZcLA","205346","66","0.643","0.695","-3.099","0.65","123.026"
"THE ONE THAT GOT AWAY","Katy Perry","2012","323","3oL3XRtkP1WVbMxf7dtTdu","227333","70","0.687","0.792","-4.023","0.864","133.962"
"FEEL SO CLOSE","Calvin Harris","2012","127","1gihuPhrLraKYrJMAEONyc","206413","74","0.707","0.924","-2.842","0.919","127.937"
"SCREAM","Usher","2012","402","12eMQUn2GzfsfsQLH53M19","234693","64","0.616","0.862","-5.18","0.569","127.992"
"RACK CITY","Tyga","2012","345","0srwKuJPH8yBzzFUJMBQM2","203200","66","0.927","0.328","-10.969","0.22","98.95"
"DOMINO","Jessie J","2012","402","6MAdEUilV2p9RQUqE5bMAK","231693","61","0.757","0.547","-4.573","0.793","126.977"
"INTERNATIONAL LOVE","Pitbull","2012","494","62zFEHfAYl5kdHYOivj4BC","227280","69","0.669","0.855","-3.035","0.648","120.045"
"HOME","Phillip Phillips","2012","131","4rsW3WCZBGwhHfJWuHRwyT","210173","66","0.607","0.816","-6.02","0.355","121.029"
"WITHOUT YOU","David Guetta","2012","176","7rGMKCgeYXpBecQ1FPb3oc","208133","57","0.606","0.612","-3.676","0.477","127.882"
"ASS BACK HOME","Gym Class Heroes","2012","451","3bfqkspKABT4pPicm6wC9F","222213","60","0.716","0.838","-4.289","0.646","130.034"
"DRUNK ON YOU","Luke Bryan","2012","295","3b7CDTKB0SRTmQ6ytYi5vZ","213546","64","0.558","0.872","-4.401","0.472","143.971"
"NO LIE","2 Chainz","2012","703","6j9iyrrmqWlQZ5SD1hSTaq","237826","59","0.634","0.665","-5.984","0.611","131.108"
"SPRINGSTEEN","Eric Church","2012","313","05ZACkzW8YbRq3eFgIfSNB","263386","72","0.692","0.809","-5.935","0.927","104.023"
"NOT OVER YOU","Gavin DeGraw","2012","321","6j7hih15xG2cdYwIJnQXsq","218520","67","0.63","0.894","-4.592","0.364","142.051"
"STEREO HEARTS","Gym Class Heroes","2012","553","0qOnSQQF0yzuPWsXrQ9paz","210960","77","0.646","0.795","-3.293","0.796","89.99"
"BACK IN TIME","Pitbull","2012","363","2U2ONBrf1HJCDxQlynpD6J","205680","49","0.731","0.915","-4.453","0.789","127.086"
"WORK OUT","J. Cole","2012","720","2wAJTrFhCnQyNSD3oUgTZO","235320","74","0.831","0.427","-6.903","0.216","93.004"
"LET'S GO","Calvin Harris","2012","233","4wkQmYpAaMe41Rc3sYZ7Vz","232800","67","0.71","0.882","-2.932","0.875","128.016"
"GOOD GIRL","Carrie Underwood","2012","342","20DfkHC5grnKNJCzZQB6KC","205560","58","0.617","0.839","-2.849","0.741","128.91"
"PONTOON","Little Big Town","2012","235","2Gy3XMLbBxACZ4tXdFRGr7","212320","61","0.721","0.819","-5.715","0.867","96.02"
"HO HEY","Lumineers","2012","217","0W4Kpfp1w2xkY3PrV714B7","163133","70","0.685","0.466","-9.074","0.353","79.936"
"PARADISE","Coldplay","2012","182","6nek1Nin9q48AVZcWs9e9D","278719","78","0.449","0.585","-6.762","0.203","139.627"
"BLOWN AWAY","Carrie Underwood","2012","247","0vFMQi8ZnOM2y8cuReZTZ2","240133","63","0.531","0.843","-2.569","0.392","136.991"
"CLIMAX","Usher","2012","290","5pyVqlqThcxI7tPDjHIzPh","232906","62","0.647","0.478","-8.837","0.333","135.877"
"WORK HARD, PLAY HARD","Wiz Khalifa","2012","598","1ms5tNNdPouTtcD2oVF9Oz","219026","63","0.787","0.666","-4.475","0.485","140.008"
"POUND THE ALARM","Nicki Minaj","2012","315","0LohatbcUXRauoeMlR1jnS","205640","56","0.728","0.858","-3.686","0.591","125.054"
"COME OVER","Kenny Chesney","2012","257","6BCrbWBpb8d6KWmEqZ41tr","248426","60","0.466","0.704","-7.169","0.481","176.043"
"HEART ATTACK","Trey Songz","2012","324","25CA8QVJQrh5R05UUCaODM","233146","53","0.608","0.863","-4.87","0.476","150.029"
"DRANK IN MY CUP","Kirko Bangz","2012","537","3m8CQnnfJJp4eQMWWl3zay","232160","64","0.451","0.632","-7.98","0.234","132.89"
"BIRTHDAY CAKE","Rihanna","2012","194","4EfN6bixdOOgoLYR5C4cWo","78200","59","0.702","0.826","-6.498","0.329","80.014"
"50 WAYS TO SAY GOODBYE","Train","2012","373","2NniAhAtkRACaMeYt48xlD","247946","64","0.591","0.935","-2.664","0.736","140.043"
"RED SOLO CUP","Toby Keith","2012","323","47nm8czanMUzIqHsnr5x61","223386","63","0.549","0.563","-6.655","0.81","163.991"
"DIE YOUNG","Ke$ha","2012","391","7EQGXaVSyEDsCWKmUcfpLk","211920","69","0.711","0.7","-4.805","0.801","128.001"
"5 O'CLOCK","T-Pain","2012","726","6j236RwzFFj4wqH2tWJNBD","281533","60","0.4","0.882","-1.958","0.385","167.114"
"A THOUSAND YEARS","Christina Perri","2012","216","6lanRgr6wXibZr8KgzXxBl","285120","81","0.421","0.407","-7.445","0.161","139.028"
"TAKE A LITTLE RIDE","Jason Aldean","2012","337","2o5mwv7hvas1jdUg14Nihv","187613","58","0.472","0.866","-3.771","0.775","163.867"
"YOU DA ONE","Rihanna","2012","479","3Yt9lRtS5V4nbJnwcgFgvC","200013","67","0.702","0.715","-5.377","0.863","127.05"
"WE RUN THE NIGHT","Havana Brown","2012","422","0mtPNQl5vePVwiI9Vykp7L","228200","53","0.691","0.846","-4.322","0.704","127.011"
"IT'S TIME","Imagine Dragons","2012","315","6BtmXhTJMM9sBTHeYYASGz","237986","67","0.656","0.884","-4.748","0.86","105.009"
"I DON'T WANT THIS NIGHT TO END","Luke Bryan","2012","333","0cV4xwUA4ue2deqq4CZFko","219973","66","0.616","0.728","-4.02","0.375","111.934"
"DIAMONDS","Rihanna","2012","374","1z9kQ14XBSN0r2v6fx4IdG","225146","64","0.564","0.71","-4.92","0.393","91.972"
"HARD TO LOVE","Lee Brice","2012","250","6E9V9TRlVOLjenGjHemzEH","224293","70","0.638","0.722","-6.177","0.469","103.017"
"SOMETHIN' 'BOUT A TRUCK","Kip Moore","2012","304","6Ymvlzom4TQeoKqAWsZRD8","213826","66","0.554","0.794","-5.417","0.79","176.01"
"FLY OVER STATES","Jason Aldean","2012","241","17X2tSzibD9n9QRjdExcWT","218200","61","0.487","0.736","-3.269","0.184","81.587"
"EVEN IF IT BREAKS YOUR HEART","Eli Young Band","2012","216","0Nu9WA8kEbBWEsay2s8Q0U","220520","66","0.667","0.527","-4.6","0.664","104.032"
"BURN IT DOWN","Linkin Park","2012","280","7oVEtyuv9NBmnytsCIsY5I","230253","72","0.585","0.972","-4.45","0.585","110.006"
"PARTY ROCK ANTHEM","LMFAO","2011","476","0IkKz2J93C94Ei4BvDop7P","262173","65","0.75","0.727","-4.21","0.359","129.993"
"FIREWORK","Katy Perry","2011","363","4lCv7b86sLynZbXhfScfm2","227880","74","0.638","0.826","-4.968","0.649","124.072"
"E.T.","Katy Perry","2011","261","36ux3YuUsGTWPT8fXclS45","229573","64","0.62","0.869","-5.252","0.76","151.684"
"GIVE ME EVERYTHING","Pitbull","2011","600","4QNpBfC0zvjKqPJcyqBy9W","252306","76","0.671","0.939","-3.206","0.529","129.023"
"GRENADE","Bruno Mars","2011","425","2tJulUYLDKOg9XrtVkMgcJ","223253","75","0.706","0.558","-7.237","0.227","110.443"
"F**K YOU","Cee Lo Green","2011","512","3Z6s1GC2wX3nvapWvChXjt","223066","19","0.689","0.836","-6.058","0.749","127.411"
"SUPER BASS","Nicki Minaj","2011","568","0iYebKFUSfF72fUu2OW6ZT","200013","71","0.72","0.861","-4.339","0.669","126.991"
"MOVES LIKE JAGGER","Maroon 5","2011","417","7LcfRTgAVTs5pQGEQgUEzN","201160","70","0.722","0.758","-4.477","0.62","128.047"
"ON THE FLOOR","Jennifer Lopez","2011","548","0Oe49j06Bjrxs8PltuVeaW","230906","73","0.758","0.686","-6.346","0.444","130.007"
"S&M","Rihanna","2011","552","2u02eLj96Atd6TBxkH9YvN","243533","68","0.764","0.673","-4.946","0.8","127.941"
"PUMPED UP KICKS","Foster The People","2011","389","7w87IxuO7BDcJ3YUqCyMTT","239600","83","0.733","0.71","-5.849","0.965","127.975"
"LAST FRIDAY NIGHT","Katy Perry","2011","413","455AfCsOhhLPRc68sE01D8","230746","75","0.649","0.815","-3.796","0.765","126.03"
"JUST THE WAY YOU ARE","Bruno Mars","2011","287","7BqBn9nzAq8spo5e7cZ0dJ","220733","80","0.637","0.843","-5.413","0.434","109.012"
"TONIGHT","Enrique Iglesias","2011","364","3rDFqo8yv93PtTmdOYOPzX","231653","59","0.674","0.87","-4.688","0.26","125.943"
"WHAT'S MY NAME?","Rihanna","2011","662","1pYKzfOlpHWtVUiEIu4Vn7","263173","64","0.694","0.778","-2.987","0.564","99.985"
"DOWN ON ME","Jeremih","2011","647","0x3TibRgnSqzkcwrqBd4iX","228453","71","0.7","0.598","-7.783","0.594","160.041"
"HOW TO LOVE","Lil Wayne","2011","510","4aX4Oycsk1fhHIee1zqsDe","240306","67","0.644","0.661","-6.093","0.272","154.001"
"GOOD LIFE","OneRepublic","2011","402","6OtCIsQZ64Vs1EbzztvAv4","253306","69","0.636","0.699","-7.687","0.637","94.966"
"THE LAZY SONG","Bruno Mars","2011","356","1ExfPZEiahqhLyajhybFeS","190213","70","0.738","0.804","-3.851","0.949","174.943"
"TILL THE WORLD ENDS","Britney Spears","2011","485","38iU2jg98IZZEIJPrP7aWD","237946","63","0.693","0.705","-5.747","0.45","131.951"
"THE SHOW GOES ON","Lupe Fiasco","2011","667","4NTWZqvfQTlOMitlVn6tew","239613","69","0.591","0.889","-3.839","0.65","143.067"
"THE EDGE OF GLORY","Lady Gaga","2011","372","0JNdS1n0ifOP25XvhwAMgM","320586","63","0.581","0.772","-6.544","0.361","127.952"
"WE R WHO WE R","Ke$Ha","2011","300","3LUWWox8YYykohBbHUrrxd","204760","65","0.736","0.817","-4.9","0.653","119.95"
"BLACK AND YELLOW","Wiz Khalifa","2011","653","5A6OHHy73AR5tLxgTc98zz","217666","73","0.684","0.834","-4.524","0.538","164.02"
"BLOW","Ke$Ha","2011","255","3pYDZTJM2tVBUhIRifWVzI","219973","59","0.753","0.729","-3.862","0.812","120.013"
"LIGHTERS","Bad Meets Evil","2011","850","5zpDHEU12zATwLGvozxPw2","303813","68","0.651","0.671","-8.183","0.161","90.135"
"STEREO HEARTS","Gym Class Heroes","2011","553","0qOnSQQF0yzuPWsXrQ9paz","210960","77","0.646","0.795","-3.293","0.796","89.99"
"HEY BABY","Pitbull","2011","604","3rfhI32Il2hVRKDkuGeeen","234453","62","0.595","0.913","-3.428","0.762","128.021"
"ONLY GIRL","Rihanna","2011","398","6jAsmDJI8iPhGWtS27kZ67","235520","67","0.78","0.714","-4.155","0.666","125.924"
"6 FOOT 7 FOOT","Lil Wayne","2011","788","0z5ZPs57J2KERwM1tBM2GF","248586","71","0.365","0.751","-5.429","0.604","79.119"
"JUST A KISS","Lady Antebellum","2011","317","2nRvKHh2mtOfIQ4jcAkP9q","218840","61","0.593","0.639","-5.826","0.332","142.881"
"DIRT ROAD ANTHEM","Jason Aldean","2011","471","2qYsSHsYkihWx043HVJQRV","229400","71","0.68","0.741","-5.055","0.635","127.024"
"DYNAMITE","Taio Cruz","2011","372","1DqdF42leyFIzqNDv9CjId","203866","70","0.754","0.804","-3.177","0.818","119.968"
"NO HANDS","Waka Flocka Flame","2011","718","03tqyYWC9Um2ZqU0ZN849H","263773","73","0.76","0.595","-6.366","0.361","131.497"
"I WANNA GO","Britney Spears","2011","238","5cCAZS9VhLGEDV4NCfieeg","210266","63","0.696","0.546","-6.55","0.787","130.002"
"I'M ON ONE","DJ Khaled","2011","676","608a1wIsSd5KzMEqm1O7w3","296146","67","0.508","0.809","-3.454","0.489","149.999"
"YOU MAKE ME FEEL...","Cobra Starship","2011","474","16Of7eeW44kt0a1M0nitHM","215693","65","0.668","0.857","-2.944","0.748","131.959"
"MOMENT 4 LIFE","Nicki Minaj","2011","620","0ConttVd0Ebk3dLNquOmh0","279306","62","0.68","0.882","-3.883","0.386","97.943"
"I NEED A DOCTOR","Dr. Dre","2011","783","70ATm56tH7OrQ1zurYssz0","283733","72","0.591","0.934","-4.389","0.452","155.968"
"MOTIVATION","Kelly Rowland","2011","312","4Cv5dkUBqepa0siwGREihD","231173","70","0.721","0.668","-5.561","0.271","140.919"
"JAR OF HEARTS","Christina Perri","2011","316","0HZhYMZOcUzZKSFwPOti6m","246587","74","0.349","0.348","-6.142","0.0886","74.541"
"ROLL UP","Wiz Khalifa","2011","571","53DB6LJV9B8sz0p1s6tlGS","227773","64","0.523","0.805","-5.473","0.602","125.358"
"SEXY AND I KNOW IT","LMFAO","2011","375","0obBFrPYkSoBJbvHfUIhkv","199480","60","0.707","0.861","-4.225","0.795","130.021"
"ALL OF THE LIGHTS","Kanye West","2011","617","22L7bfCiAkJo5xGSQgmiIO","299613","75","0.541","0.803","-3.284","0.221","142.135"
"HOLD IT AGAINST ME","Britney Spears","2011","320","7Dyq1bhhjknLKEGg4k5NLr","228826","59","0.648","0.722","-4.813","0.389","132.973"
"MORE","Usher","2011","420","0aBKFfdyOD1Ttvgv0cfjjJ","219986","62","0.551","0.893","-2.628","0.794","125.083"
"WHAT THE HELL","Avril Lavigne","2011","327","2z4U9d5OAA4YLNXoCgioxo","220706","59","0.578","0.926","-3.689","0.877","149.976"
"WRITTEN IN THE STARS","Tinie Tempah","2011","454","61HQWI1Woxup7CnGwVUsdI","219560","55","0.644","0.945","-3.534","0.573","91.017"
"BOTTOMS UP","Trey Songz","2011","749","2IpGdrWvIZipmaxo1YRxw5","242013","68","0.845","0.601","-5.283","0.329","74.008"
"DJ GOT US FALLIN' IN LOVE","Usher","2011","451","4356Typ82hUiFAynbLYbPn","220800","76","0.663","0.861","-3.398","0.654","119.963"
"FOR THE FIRST TIME","Script","2011","402","09ZcYBGFX16X8GMDrvqQwt","252853","65","0.396","0.629","-4.78","0.358","173.794"
"HONEY BEE","Blake Shelton","2011","315","0gY2iq0xJPRoIB1PScKSw4","210720","63","0.481","0.849","-5.131","0.723","205.57"
"WE FOUND LOVE","Rihanna","2011","206","6qn9YLKt13AGvpq9jfO8py","215226","74","0.734","0.766","-4.485","0.6","127.986"
"PRETTY GIRL ROCK","Keri Hilson","2011","596","2Adn2LNgkHMH5TelQVAu4n","243920","63","0.666","0.87","-5.004","0.9","160.014"
"YOU AND I","Lady Gaga","2011","414","6rkAY9rk1NTFB94QxG3LJR","307346","64","0.518","0.709","-5.234","0.514","127.083"
"WITHOUT YOU","David Guetta","2011","176","7rGMKCgeYXpBecQ1FPb3oc","208133","57","0.606","0.612","-3.676","0.477","127.882"
"BACK TO DECEMBER","Taylor Swift","2011","426","3DrjZArsPsoqbLzUZZV1Id","293026","60","0.529","0.67","-4.663","0.286","141.893"
"TEENAGE DREAM","Katy Perry","2011","380","55qBw1900pZKfXJ6Q9A2Lc","227760","70","0.719","0.804","-4.581","0.605","119.999"
"CRAZY GIRL","Eli Young Band","2011","222","1nVLAEzhBXMJLR5zAl90Nl","200706","67","0.358","0.708","-3.736","0.227","150.966"
"CHEERS","Rihanna","2011","412","46MDLc0Yip6xCMSsdePOAU","261746","54","0.578","0.908","-3.544","0.718","79.987"
"WHO SAYS","Selena Gomez","2011","385","3TcL0dyCMyr0kyTTc4NLgI","195613","71","0.682","0.927","-2.915","0.744","101.019"
"BAREFOOT BLUE JEAN NIGHT","Jake Owen","2011","283","3ts6xK5GzfMAAriT9AIBmP","167426","69","0.6","0.808","-4.679","0.809","172.016"
